,id,text,category
4334,1177457987385884672,"You really craped out clickbait to get a shout out from the director?
#JohnWick May be trash but it’s setting and premise is blatantly fiction. The fear about #JokerMovie is it’s present day resonance inadvertently glorifying mass shooters. Stop Making #cle journalism look bad.",
4335,1177457567670267910,"So Warner Bros had to apologize for having an antagonist as their main character WTF is wrong with people🤦🏾‍♂🤦🏾‍♂🤦🏾‍♂🤦🏾‍♂
#JokerMovie",
4336,1177457180317896704,"Does he kill innocent people or not? That's literally what makes the Joker the Joker. He's not redeemable or antiheroable.😁I'm curious to see if the movie pulls any punches.

#JokerMovie",
4337,1177456795545063426,An interesting article by Libby Emmons and Barrett Wilson at The Post Millenial on the responsibilities and expectations forced onto artists by critics and audiences. Worth the read and the thinking. #JokerMovie #JokerFilmhttps://www.thepostmillennial.com/in-2019-even-the-joker-is-cancelled/ …,
4338,1177455941865758722,🎥🎬@JokerMovie with #JoaquinPhoenix #JokerMovie comes out next week & this has masterpiece written all over it🍿 pic.twitter.com/144s3SbfFz,
4339,1177455495612813312,"I agree, @wbpictures should pull the #JokerMovie in light of the mass shootings that we have had. It may be fake and not real-world violence but your showing that to the real world and it’s unacceptable I will not be seeing this movie and neither should you. https://twitter.com/HeatherAntos/status/1169734410834448384 …",
4340,1179498249654161408,Joker tonight! Can not wait! #JokerMovie #Joker,
4341,1179498151369154561,"@PrisonPlanet - Here in U.S. we are receiving word of possible ""False Flag"" $hootings during opening weekend of #JokerMovie October 4th.  Let's hope and pray they are just rumors and will not happen. https://twitter.com/PrisonPlanet/status/1179496724261408768 …",
4342,1179498114002116608,"Preview screening of @jokermovie in Bradley Beach tomorrow at 7:30 PM. Purchase tickets in advance at the BB box office or http://showroomcinemas.com . #indiefilmsource #moviegoingmatters #JokerMovie #supervillains 
https://youtu.be/zAGVQLHvwOY  via @YouTube",
4343,1179498067810226178,"Watching #JokerMovie will make you very self conscious of your own laughter... 
🤡😯👍👍👍 pic.twitter.com/KpBxhv5QcX",
4344,1179497841582100486,God I’m so excited for #JokerMovie,
4345,1179497764247355392,LOVE watching comic book movies evolve into more than mindless “entertainment“😊 #JokerMovie https://twitter.com/SherazFarooqi_/status/1179192118688075782 …,
4346,1179497377608036352,Epic!!!! 🙌👏 #JokerMovie pic.twitter.com/bsyJYY98MA,
4347,1179497259601469445,If these are the kinds of Tweets that the Joker movie inspires then boy are we in for something special #JokerMovie https://twitter.com/johncampea/status/1179412099027652609 …,
4348,1179497237006520320,"WAR rocks💥💥💥💥
Joker Fares Exceptionally Well👏👏
Syeraa Narsimha Reddy Takes A Slow Start⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
#War #JokerMovie #SyeRaaSensation
#SyeRaaDay #Chiranjeevi #HritikRoshan #TigerShroffhttps://newsvengers.com/war-joker-syeraa-narsimha-reddy-1-day-box-office-prediction/ …",
4349,1179496709342130176,"Brace yourselves, #JokerMovie comparison with Kabir Singh incoming....",
4350,1179496684881170433,I know people of twitter are going to SPOIL the new #JokerMovie. Tread lightly if you plan on going to see it.,
4351,1179496567641759745,"Holy wow. 
#JokerMovie #Jokerhttps://youtu.be/DlQ-XU2PV7s ",
4352,1179496542543196162,"Another one, explaining the spirit of the film ! #Joker #JokerLeFilm #JokerMovie pic.twitter.com/4YdWiMxCcu",
4353,1179496524717289472,Fortnite needs to collaborate with joker movie to make this possible. Now that would be a great event don't you agree??? #fortnite #epicgames #fortniteXjoker #joker #jokermovie #collaboration #makethispossible #lifeisfortnite @FortniteGame @EpicGames @jokermovie 🃏 🎮pic.twitter.com/8QC5ZvwvBe,
4354,1179496266486747138,"#JokerMovie for best picture
#ToddPhillips for best director
#JoaquinPhoenix for best actor

What a movie 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻

10/10pic.twitter.com/ISbBXkpRG3",
4355,1179496203790237696,"Well, Joker costumes are going to be back in this Halloween 🃏! That was an incredible film. Dark, different but brilliant. That laugh 👌 #JokerMovie 
@WarnerBrosIRLpic.twitter.com/DlomNqKl8c",
4356,1179495898352500736,#JokerMovie is just amazing and shocking. Joaquin is amazing.,
4357,1179495857617391618,Thursday morning at the movies #JokerMovie #Joker #Cinemapic.twitter.com/i3ZBmgf65P,
4358,1179495793687977984,Now I want to color my hair green 💚 #JokerMovie,
4359,1179495564104404997,can't wait #jokermovie https://open.spotify.com/album/16bF6lLLeVcBNgYNreGjYZ?si=1AKR9KBKRYOrR1kX-mhRAA …,
4360,1179882425498906624,"I am going to see #JokerMovie this Saturday. I have been hearing a lot of praise for the movie, and i even heard some people say its comes close to Heath Ledger's level.",
4361,1179882392653373440,"@NickJFuentes Just got out of #JokerMovie , I’m thrilled to see your reaction!",
4362,1179882233282342912,Just give Joaquin Phoenix the Oscar already. Holy shit was he incredible in #JokerMovie. People weren’t exaggerating how fantastic he was.,TALENT
4363,1179882224856031232,Yayyyy another movie I can go see on my own 🥴🥴🥴 #JokerMovie,
4364,1179882203850903552,"Joker and Bruce being 1/2 brothers makes sense. Like joker knows but Bruce doesn't
 #JokerMovie",
4365,1179882193411284992,"The Clowns are sent in to meet @MahmoudMahdy ❤️
#JokerMovie pic.twitter.com/ehc4gRZ6Uk",
4366,1179882172875988992,JOKER IS SIMPLY PUT A MASTERPIECE. #JokerMovie pic.twitter.com/DfjDfhhJHp,
4367,1179882087840714752,"Put on a happy face. #JokerMovie premieres in the Atmospheric Theater TONIGHT at 6:45! Tix at http://AvalonMKE.com .
#AvalonMKE #SeeOurStars #WelcomeToNTG #YNYMpic.twitter.com/gXbA6zj9nN",
4368,1179882049114705921,#JokerMovie was.....fascinating. It was one scene that literally had me like.... pic.twitter.com/kB4m8skxbf,
4369,1179882015916789761,#JokerMovie TONIGHT!!!!!! 🔥🤡🔥 pic.twitter.com/PuCt5CpW8x,
4370,1179882008509636609,"smile (short #joker animation)
https://youtu.be/aNFi7ev2ztk 
.
#joker #jokermovie #DC #dccomics #joaquinphoenix #animation #animationart #animations #WebComics #cartoon #comics #horrorart #creepy #DigitalArt #DarkArt #illustration #illustrator  #art #artwork #creepyart",
4371,1179881939693658112,#JokerMovie stupendo 😍😍😍,
4372,1179881838480936960,I wonder what they’re mug shots will look like? #Trump #TrumpPressConference #TrumpIsADisgrace #TrumpIsATraitor #TrumpsBrokenPromises #TrumpConfessed #TrumpResign #TrumpCrimeSyndicate #TheView #JokerMovie #ThursdayMotivation #ThankfulThursdayhttps://twitter.com/perlmutations/status/1179641205858029569 …,
4373,1179881677797105665,And the Oscar goes to.... #JoaquinPhoenix wow! What a movie. Best acting and camerawork! #JokerMovie pic.twitter.com/DCRkEMJ8pP,TALENT
4374,1179881666669473793,"Send in the Clowns
#jokermovie #joker https://www.instagram.com/p/B3LB6qRnuz2/?igshid=14y1q0tppl6fn …",
4375,1179881638093705216,"Lots going on inside me and yet I'm still speechless. 😶
#JokerMovie 👍🏻👏🏻👌🏻🤘🏻
#JoaquinPhoenix 😍🤩💯🏆pic.twitter.com/xwVTNGcbEJ",
4376,1179881586050899976,"#GorillaGrodd has you under his command. 

As such you’ve been ordered to give your #Popular/#UnpopularOpinion on:

• #JokerMovie (Even if you don’t plan on seeing it) pic.twitter.com/E3D9jzfaZy",
4377,1179881572150808576,3 hours from now I'll be seated to watch #Joker #JokerMovie #ToddPhillips #JoaquinPhoenixpic.twitter.com/UJvSTiMtvx,
4378,1179881569634471938,For the first time in a while I don’t regret having big expectations for a movie!🥰 #JokerMovie,
4379,1179881569290522624,"Extra patrols at area cinemas this weekend thanks to #JokerMovie, etc #khou11 #htownrushhttps://twitter.com/sheriffed_hcso/status/1179877663458172932?s=21 …",
4380,1178678857664065539,First day no theatres in Telugu States for #JokerMovie Bro 😭😥,
4381,1178678772238700544,Our reaction to #JokerMovie - Heath would be proud. The torch has been passed. Joaquin Phoenix's Joker is the villain we deserve. pic.twitter.com/XJWrhbJYcd,TALENT
4382,1178678277252288513,Nearly there 🤡 #JokerMovie #TheJoker #Gotham @jokermoviepic.twitter.com/4FuHDxDYqq,
4383,1178678122339880962,Trying to find a theater to watch #JokerMovie opening week that incels are less likely to shoot up 😔,
4384,1178678053565816833,"Quick drink with azzypie at apresdubai before we head out to see the jokermovie 😎
.
.
.
.
.
#weeknight #drinks #wine #moe #apres #bar #chill #enjoy #premier #movie #film #cinema #joker #jokermovie #uae #dubai #dxb… https://www.instagram.com/p/B3CeklcpvKq/?igshid=ujltlnfp31rv …",
4385,1178677880919904256,"Watch Joker 2019 in english
@Jokerfullmovies
Here, Joaquin Phoenix's starring performance is mentioned after ""DC Black"", which is barely mentioned in reliable sources. 
#JokerMovie #jokerlefilm #joker123pic.twitter.com/gJrJZ8wt8p",TALENT
4386,1178676797526831105,"we are clowns @fallafox 🤡
THIS IS A MODERN MASTERPIECE. JOAQUIN PHOENIX IS A GIFT!! ✨👏🏻 #JokerMovie @WarnerBros_ph @IMAX_SMCinemapic.twitter.com/NWfW9ijsd2",
4387,1178676338258935808,"woohoo ! here i arrives to watch #JokerMovie On Big Scrren ! Before any one else ! ""Let's put on a Happy face"" #JokerMovie #HBOExclusiveScreening @HBOINDIApic.twitter.com/Kk55w7xGWb",
4388,1178676210995302400,"Two movies. Just two Hollywood movies I wish to watch this year. 

#OnceUponATimeInHollywood 
And
#JokerMovie 

None of two got a release in our area. Disappointment. Sadness. 😭😭😭😭",
4389,1178675468473470981,"War and Sye Raa took all the screens. In addition, Chichorre and Dream Girl having an amazing run. Amidst of this getting #JokerMovie a decent release is really tough. 😭😭😭😭",
4390,1178675417223487488,Jason Momoa & Lisa Bonet were picture perfect at the premiere of #JokerMovie: https://trib.al/Cc9907I ,
4391,1178675321140338688,Did YOU see #JokerMovie this weekend?! https://trib.al/RkklxOd ,
4392,1178675101937438721,"City like Hyderabad is struggling to get the release of #JokerMovie then obviously our town won't get a single screen release at least. Hey @warnerbrosindia, you failed blatantly this time. You ruined #JokerMovie in India. 👊👊👊",
4393,1178674901609140225,I rarely ever gush over a movie. What a masterpiece this was... I don’t know where to start. Such a raw and delicate narration of Arthur Flecks life... It transcends the “superhero genre” and allows you to sympathize with a malevolent character. #JokerMovie #GiveJoaquinTheOscarpic.twitter.com/50BhYzcYUl,
4394,1178674561719488513,"By checking the #War theatres in our area I came to conclusion that #JokerMovie is not going to release in our area. Well done, @warnerbrosindia. This is what you wanted. You did it. Instead of postponing the film you got a clash. Now see no theatres in major cities. Shame. 😔😔",
4395,1178674500969349120,"#BoxOffice Results

#AbominableMovie takes top spot with $20.8M. A little less than I was thinking. #DowntonAbbey drops to #2 with $14.5M. Glad to see #AdAstra still in the top 5. 

Juggernaut comes this week in the form of #JokerMovie. How much will it open up to? Over $100M?",
4396,1178674286220861445,"Happy now? Everyone is talking about ‘Joker’
#JoaquinPhoenix 
#Joker 
#JokerMovie 
#JokerMovieContest 
#Jokerからのプレゼント 
#jokermovie premiere 
.@JOKERMOVIENEWS 
.@jokermovie 
.@JoaqPhoenixhttps://www.breaknlinks.com/2019-9-30-happy-now-everyone-is-talking-about-joker …",
4397,1178673911279558657,"Ready af🔥🔥🤡 
#JokerMovie pic.twitter.com/S3Lkwls95Q",
4398,1178673849493114880,"#yiayoct #jacksfilms @jacksfilms #joker #b3d #blender3d #cgi #3d #jacker #jokermovie #dccomics Same submission, more variations, angles and tweaks.pic.twitter.com/6YeGNK19FE",
4399,1178673336441823232,"Journalist mad that they where uninvited to event after bashing #JokerMovie in an attempt to cause a panic. 
https://youtu.be/ZxuOHa1CtIY ",
4400,1177226993852735489,"Who will get the laptop from Get99? A, B or C? 🤔

You can get your laptops, phones and other gadgets on Get99.

Click here to begin now - - - > http://tiny.cc/Get99Dwn  

#get99 #getitall #tryget99 980k #BBNaija #JokerMovie #DubaiOnCredit #Davidopic.twitter.com/WzHaH2k70D",
4401,1177226603425759238,"Cartel Members In Clown Masks Patrol Close To US Border - http://bit.ly/2lZkttT 

""BuT gUnS aRe IlLeGaL iN mExIcO!""

Yeah, and now these motherfuckers are wearing clown masks too. #JokerMovie",
4402,1177226573533130753,"A MF came into a theater showing Batman & killed 12 innocent people dressed as the “Joker”.  So thanks to the inconsiderate, narcissistic & thirsty producers we have a new film titled “Joker”. Bring your own assault rifle. #JokerMovie",
4403,1177226454746259457,"#MainstreamMedia feeds from chaos. Their shameless and blatant fear mongering becoming more and more dangerous in every sense of the word. Their nonstop brainwashing affecting masses of people in unhealthy and negative way; mentally, physically & spiritually. #JokerMovie https://twitter.com/GenXStrikesBack/status/1176898910553403392 …",
4404,1177226418150789120,#JokerMovie dm me time n place,
4405,1177226110783782913,"Joker all set to hit Indian theatre on 2 October. 
#JokerMovie  #JoaquinPhoenix #Joker #ArthurFleck #Hollywood #Hollywoodmovies #WarnerBroshttps://boldoutline.in/joker-arrives-early.html …",TALENT
4406,1177225707920875520,Cum in and see the moves! #bigbigsound #AFLGF #AFL #AFLGrandFinal #thefrontbar #jokermovie #melbourne #alwaysopen #neverclose #allnightlong #letsgetthepartystarted #lovetofuck #letsfuckallnight #inthemoodforyou #horny #sexy #ohyessspic.twitter.com/XiRqIbiP7Y,
4407,1177225475627917313,"Halloween is gonna be lit with assholes in makeup again. 🤡
-
#joker #jokermovie #movies #nerds #fanboys #edgelords #edgycontent #dccomics #film #comicbookmovies #fedora #ganggang #dankmemes #comicbooks #enamelpins… https://www.instagram.com/p/B24KBsFlOId/?igshid=1lqtp40tbztro …",
4408,1177225453939154945,Need a #website design #training from start to finished? We can deliver effective training for you at an #affordable cost. Explore https://www.digitalbes.com/training-in-nigeria/ … for training infor. #ImpeachTrump #edtech #web #JokerMovie #lagos #Nigerians #digitalbesltd,
4409,1177225330370760709,"We have early picks available for the 12:35 game but you know what you have to do for them new episode available!!!  click and listen, screenshot, send us the pic, then you will receive the picks of the day...

https://anchor.fm/sporting-goods/episodes/Are-you-Coachable-e5iq96 …

#ImpeachTrump #TheMaskedSinger #JokerMovie",CHARACTERS
4410,1177225239442407424,"Related unrelated: One might ask Todd Phillips why #jokermovie didn’t hold itself to ANY standard with regards to how it treated crew, background, etc.",TALENT
4411,1177224970516279299,The 🐐 will be performing live this weekend in #Charlotte #nccu #clt #jcsu #beauty #lifestyle #AMillionLittleThings #JokerMovie #Artists #applemusic #ThursdayMotivationpic.twitter.com/zNHYZKRqpp,
4412,1177224829398900737,"Click the link.
https://youtu.be/Hj4ZlvdE8jc  ...
.
.
.
.
.
.
 #CallofDuty #ghosts #ThursdayThoughts #BillGates #LoveYouImranKhan #gaming #earthquake #JokerMovie pic.twitter.com/SYjD3VRltx",
4413,1177224777586618368,I know I can't be the only one that thinks Jake Gyllenhaal would have been a much better choice as Joker. He has had that creepy strange craze vibe for that majority of his career. Rewatch Nightcrawler and Donnie Darko. Jake is riveting to watch. Joachim is just dull #JokerMovie pic.twitter.com/q9Ciamw9CO,
4414,1177224144863334404,Both the @FBI and @USArmy are on alert and investigating chatter on the dark web about a potential mass shooting planned at an unknown theater for the weekend premiere of the #JokerMovie @jokermovie #ThoughtsAndPrayers,
4415,1177224122201444352,"#whysoserious official video teaser
Full video out oct 4th 
#joker #jokermovie #ThursdayThoughtshttps://youtu.be/RzXePng1TPk ",
4416,1177223873726689282,People stirring up shit about this film are all making this face behind their keyboards. Sad. #JokerMovie https://twitter.com/DaveVescio/status/1176581002124132352 …,
4417,1177223458343858177,"When a lady say's I’M ABOUT TO CUM 🍑😵💦 Don’t start beating it up or slacking down, boy just keep the same damn stroke coming. Fvck it 
🍆💦😊#JokerMovie #thursdaymorning #BBNaija19 #OnePlusLaunchEvent",
4418,1177221739408965632,"Why is everyone so mad about #JokerMovie all of a sudden? Weren't you all excited about it, like, a week ago?",
4419,1177221636896018432,Are villain movies like #JokerMovie good for us as a society? http://bit.ly/2m2GFDt pic.twitter.com/RHjTzYUXAg,
4420,1180622703243472897,Loved the #JokerMovie Joaquin Phoenix has to be in contention for an Oscar pic.twitter.com/9NHPJ4H19A,TALENT
4421,1180622678379548672,"Most films strike a balance of highs and lows, but Joker sat in it's pain without any levity. Allowing us to see, from his eyes, the development into the Joker. Feel free to share your thoughts... #PodernFamily #FilmTwitter #JokerMovie pic.twitter.com/aJ5iT4b9Bu",
4422,1180622666794962945,After I’ve had time to sit with it. #JokerMovie is the second best movie of the year imo. Only because I have a soft spot for #AvengersEndgame  so it’s still a 10/10 would recommend,
4423,1180622654287568897,The #JokerMovie was 🔥🔥🔥,
4424,1180622648990154752,Just seen @jokermovie with the gang and all I can say is HOLY SHIT! What an epic movie and amazing performance by #JoaquinPhoenix. #Oscars2020 #BestMovie2019 #CrownPrinceOfCrime #JokerMovie #JokerFilm #Joker2019 #Joker,
4425,1180622630119989248,give every award to Joker AND to Joaquin Phoenix @jokermovie #JokerMovie pic.twitter.com/iw1zEgYHrQ,TALENT
4426,1180622626378530816,It's horrible. You will be shocked and disgusted!! #JokerMovie,
4427,1180622624403050496,Let's get it! #JokerMovie ! pic.twitter.com/jpSVcwJUdQ,
4428,1180622617658761221,"The Dark Knight is a HIGHLY Over rated movie, i can't sit through and watch the whole thing ever #JokerMovie",
4429,1180622595558821890,Fave scene on #JokerMovie pic.twitter.com/NX6Rsxq0hW,
4430,1180622509718343683,Everything that @voxdotcom and the other Radical Leftist said about @jokermovie was an outright lie. That movie was AMAZING! #JokerMovie was incredible! pic.twitter.com/esM8CinATd,
4431,1180622498439860226,Hit 75 subs last night! #youtube #youtuber #movies #moviereviews #moviereviewer #joker #jokermovie #DC #DCcomics #DCmovies #warnerbrothers #WB #wbfilms #roadto100 #macmill22 #battle4tuesdays https://www.instagram.com/p/B3QSzPqpvrQ/?igshid=1gal3j447u0gr …,
4432,1180622489522753541,The one and only @Dezcreepcore #NYCC2019 #JokerMovie pic.twitter.com/Ku5jGa0lNW,
4433,1180622473156595712,honest to god if it wasnt for joaquin pheonix #JokerMovie wouldn't have been haLF as fkn good as it was . he carried that fkn film his acting was phenomenal as always,
4434,1180622466823184385,"""I used to think that my life was a tragedy. but now I realize, it’s a comedy.""
#Joker #JokerMovie 
#JoaquinPhoenix #JoaquinPhoenixJoker",
4435,1180622462041673728,Just got out of #JokerMovie we loved it! @taurentino thinks it’s the best live action DC movie 👀,
4436,1180622454999453696,"If the movie Joker taught me anything it’s that Sexy Jokes Always Funny. 
#JokerMovie #Joker @jfv3",
4437,1180622453619531776,My #JokerMovie fit #JokerFilmpic.twitter.com/RenkjCMF1d – en Anytime Fitness,
4438,1180622452344414208,"Put on a happy face. ‘Joker’ is #NowPlaying!! #Joker #JokerMovie @JokerMovie
………….
Times & tix: https://clevelandcinemas.com/location/20340/Capitol-Theatre-Showtimes?utm_source=Scheduled%20Tweet&utm_medium=Capitol …pic.twitter.com/pwIotJKPX8",
4439,1180622450704429060,Joker was phenomenal. Joaquin Phoenix deserves an Oscar for this movie #JokerMovie,TALENT
4440,1179091538854309888,"Planning on seeing Joker this weekend? Get your Joker/Pennywise shirt before then to rock at the theater.
http://geekymisfitclothing.com 
#JokerMovie pic.twitter.com/RF2yWTZjrX",
4441,1179091427768311813,What if #JokerMovie doesn’t live up to the hype,
4442,1179091371468021760,"All Non-Tamil Movies have done phenomenal pre booking for tomorrow. Lots to expect from these 3. 
#SyraaNarashimaReddy #War #JokerMovie",
4443,1179091124000088064,"Don't miss #ThePunchline. Dripping with grenadine, a blend of silver & coconut rum, sour apple pucker, blue curaçao and Sprite. Only at Fox Kitchen & Bar. #JokerMovie pic.twitter.com/ysinOLbf9L",
4444,1179090957913989121,Herpules - What happens when ur friend catches it 😳!!!! #tenacious #tuesday #tuesdaymotivation #tuesdayquotes #tuesdaythoughts #tuesdaymorning #tuesdayvibes #funny #FunniestTweets #tweets #college #friends #comedy #silly #lol #Trending #JokerMovie #Jokers #laugh #YouTube #youpic.twitter.com/NefnjxT63R,
4445,1179090933633077249,"#JokerMovie is rated R for strong bloody violence, disturbing behavior, language and brief sexual images. @jokermovie",
4446,1179090822886825984,"Will definitely be going to watch the #JokerMovie. Wasn’t going to originally, but everyone trying to sabotage it is just ridiculous.",
4447,1179090802615693312,Seems like advertising anything on the #JokerMovie hashtag thread would be a smart play this week.  The critic reviews r intense (mostly very good - but making me squirm) pic.twitter.com/0eUtlCXiGc,
4448,1179090796680814592,I am so stoked for #JokerMovie 🃏,
4449,1179090689797349378,Really looking forward to this @jokermovie @WarnerBrosIRL #jokermovie pic.twitter.com/8dqUXsJcEg,
4450,1179090559706767361,"""Rated R""
""Rated M for mature""
""Rated TV-MA"" 

These things were created by parents, for parents. And parents just ignore them and then get upset about their kids watching/playing things with these ratings. #JokerMovie",
4451,1179090443696390144,"Like for #WarReleasingTomorrow

Retweet for #SyeRaaNarasimhaReddy 

Reply for #Joker #JokerMovie",
4452,1179090339883188224,"William Hurt, who plays, Thaddeus Ross in the MCU, has been spotted on the Set of “Black Widow” #BlackWidow #thaddeusross #thunderbolts #JokerMovie #avengers #captainameriacivilwar #ageofultron #comics #marvelcomics #ironman #hulk #avengersendgame #SpiderManFarFromHomepic.twitter.com/0LkPE5caG0",
4453,1179090159977029632,"Added Note: Can this damn movie come out already, so the whole discourse around it can die down? I'm WAY over it at this point. #JokerMovie #ToddPhillips",
4454,1179090158567788544,"This kind of thinking is so lazy. It puts the blame on others instead of the fact that you can't change with the times. Things evolve and shift. Hell, if anything they should do it even more. But no, it's everyone else's fault. #ToddPhillips #JokerMovie 

http://www.darkhorizons.com/joker-director-wokeness-ruined-comedy/ …",
4455,1179089730673217539,"October is going to be crazy!!

Halloween, the Joker, the breaking bad movie, Zombieland 2, Call of Duty, the NBA, and NFL are both in season!👀
#October1st #CallofDutyModernWarfare #JokerMovie #NBA #NFL #ElCaminoABreakingBadMovie #Zombieland2",
4456,1179089596036059144,"First #JokerMovie & now #BirdsOfPrey !?
DC is killin’ ittt 🤪💚💗https://twitter.com/birdsofpreywb/status/1179064087566618624 …",
4457,1179089531158646784,Find out who the traitor is in Teen Titans 34 — http://bit.ly/2nb7l5G  — @AdamGlass44 @thebernardchang @DCComics @TeenTitanNews #DCComics #TeenTitans #comicbooks #ruinafilmbyaddingupyourbum #JokerMovie #BirdsOfPreyMovie #Review,
4458,1179089354062364672,"#WarReleasingTomorrow
#SyeRaaFromTomorrow #JokerMovie
#War vs #SyeRaaNarasimhaReddy vs #Joker 
Which movie ur going to watch first day first show?",
4459,1179089269085786112,I am literally watching joker 3 times tommorow with friends..hypeeeee #JokerMovie @jokermovie @JOKERMOVIENEWS,
4460,1178156170206269443,"I feel like all these news reports may make the situation worse, like no one claimed an attack before hand but now they can use the excuse ""I'm giving them what they wanted"" #JokerMovie",
4461,1178155594403868672,"Hey @warnerbrosindia, it's just 3 days to the JOKER and advance bookings in many cities haven't opened. I don't know what are you thinking of this release. It's Sunday today. So, better open advance bookings for all cities. #JokerMovie.",
4462,1178154650916155393,#jokermovie review!!!  https://youtu.be/rFwUVAP0VP8 ,
4463,1178154259101040645,""" My point is, I went crazy. When I saw what a black, awful joke the world was. I went crazy as a coot! I admit it! Why can't you? ""
#Joker #JokerMovie 

3 Days to go! pic.twitter.com/6h0Nid6oCn",
4464,1178153633449435136,Zazie at the #JokerMovie premiere omggg pic.twitter.com/BgNzjWOEh0,
4465,1178153489156829184,"Access media attacking #JokerMovie is so ridiculous. The MSM have almost all decided to bomb possibly the best movie of the year. 

It's dumb. This is why we don't trust them anymore, they have a clear agenda and it's stupid. 

If you're a critic, do your job or shut up.",
4466,1178152127400529921,"Good news for Indian fans of #JokerMovie
Movie gets A certificate with no cuts! pic.twitter.com/E7vtL2qMnO",
4467,1178152088322183168,"Got your tickets for the most excited movies on #October2 ?
Grab your tickets now👇

#SyeRaa #SyeRaaOnOct2nd #SyeRaaNarsimhaReddy #War #HrithikRoshan #HrithikvsTiger #Joker #JokerMovie #BookMyShow #Navratri",
4468,1178151482182402048,"Joke about a theater shooting...?  Ure an idiot...and I hate u!
#JokerMovie",
4469,1178149902401982465,"“It was one of the greatest experiences of my career,"" Phoenix said about #JokerMovie
http://bit.ly/2mHOD56 ",
4470,1178149902188023809,"“It was one of the greatest experiences of my career,"" Phoenix said about #JokerMovie
http://bit.ly/2mHOD56 ",
4471,1178149798781734912,"Reshare from DC Comics

""Everyone remembered to smile at the Los Angeles premiere of 
@jokermovie
! In theaters October 4. Get tickets now""
 http://www.bbtheatres.com 
#JokerMovie pic.twitter.com/A3akQL6UC6",
4472,1178149745023303681,"Joker is intense and unnerving and a radical entry into the superhero genre, but come on, Taxi Driver was 40 years ago - CNET #JokerMovie",
4473,1178149473450479617,"It is Joaquin Phoenix as the Joker that really makes the film. Phoenix is weirdly brilliant from beginning to end, giving a performance which is by turns heartbreaking and frightening. - Far out Magazine 
#JokerMovie",TALENT
4474,1178149319452569601,"""When you bring me out, can you introduce me as Joker #JokerMovie pic.twitter.com/fQAHlfioYh",
4475,1178149218348748800,See this film immediately. - The Sun (UK) #JokerMovie,
4476,1178149085276065792,The incredible cast of #JokerMovie at the LA Premiere. pic.twitter.com/TPHGLkyRzy,
4477,1178148481267052545,"This makes me salivate.  💜⚔💚 #Joker #JokerMovie  October 4... tick, tock. pic.twitter.com/xTu8YVxhzS",
4478,1178148150210547713,My rendition of #JokerMovie. The birth of anarchy... pic.twitter.com/0PXLzwPTT2,
4479,1178147880789393409,"Recently trump & other right-wing zealots tried to blame #massshootings on violent films & video games to avoid discussing the real issues of #whitesupremacy & #GunViolencePrevention . The people attacking the #JokerMovie , most whom haven’t seen it, aren’t much different #Joker",
4480,1177735690278330369,#JokerMovie in 6 Days! 🤡 pic.twitter.com/fuyght8ibL,
4481,1177735373448974336,".@wbpictures is a clown show.

The Studio would have been better off standing by the #JokerMovie. 

Now they’re forced to address the difficult subject matter while defending their terrible decision to bar media from the premier.  

So long award season. https://twitter.com/io9/status/1177719724689559553 …",
4482,1177735304171737088,"YouTube schedule for next week:

Mon. 9/30: #bluray Update (September 2019) | Free Digital Giveaway - Shrinkwrapped

Wed. 10/2: Blu-ray Blind Buy #3: Recycled Books

Fri. 10/4: #JokerMovie Review

#FilmTwitter #smallyoutuber #movies",
4483,1177735114178121728,"https://www.youtube.com/watch?v=steyU9KivrE …
New video out now. JOKERS - Trailer:)

@JaredLeto @cameronmonaghan @DavidAyerMovies 
#JokerMovie #Joker",
4484,1177734918094430213,I think the actual problem people are forgetting about the new #JokerMovie is how many basic dudes are gonna dress up as him for Halloween.,
4485,1177734854659727360,"See #JoaquinPhoenix in the movie critics are revering as ""one of 2019's greatest achievements."" #JokerMovie arrives at #AllenTheatres in ONE WEEK (10/4)!pic.twitter.com/7C1dAVMCRI",
4486,1177734767824912384,"Mixing it up on mixer http://mixer.com/bary_lincon 
 #batman Return to Arkham Asylum 
#BatmanDay #joker #jokermovie #MexicanJoker #LongLiveTheBat #Batman80 #birdsofprey #BirdsofPreyAndtheFantabulousEmancipationofOneHarleyQuinn #batmanxfortnite #Mixer #mixerstream 
@DCComics @DCBatman",
4487,1177734665693585408,"#JokerMovie is a slightly pretentious yet haunting movie featuring a career-best performance from Joaquin Phoenix.
https://www.denofgeek.com/us/movies/joker/283452/joker-review-joaquin-phoenix …",TALENT
4488,1180246994725539840,#JokerMovie uses a pop culture icon's name and look to bring a film about mental illness into the mainstream. Which I'm totally fine with because it's a stirringly good film with an engrossing lead performance + cannily unreliable POV. Is it the Joker? I'm not sure. #JamesyOnFilm,
4489,1180246856934334465,"The joker is amazing. 10/10. The transformation and devolution of Joaquin Phoenix is oscar worthy. It makes you feel empathy for one of the most psychotic super villan (when you shouldn't). Best movie of 2019. Yes,even endgame.

#Joker #JokerMovie #JoaquinPhoenixpic.twitter.com/SgbsKJRmEh",TALENT
4490,1180246804023140354,Watching #JokerMovie tonight 🤙🏾🙂🤡🤡,
